央视高清,#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226006/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226003/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226004/index.m3u8
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226001/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227375/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227736/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227739/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227641/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221226316/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221225530/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227494/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221228146/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227644/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227675/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221228049/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221228075/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227462/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227634/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227431/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221228213/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227725/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221228149/index.m3u8
CCTV1,http://ott.mobaibox.com/PLTV/3/224/3221227467/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221228094/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221226993/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221227207/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221227708/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221227427/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221227696/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221228118/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221228300/index.m3u8
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221227543/index.m3u8
CCTV3,http://ott.mobaibox.com/PLTV/3/224/3221227481/index.m3u8
CCTV3,http://ott.mobaibox.com/PLTV/3/224/3221225588/index.m3u8
CCTV3,http://ott.mobaibox.com/PLTV/3/224/3221227295/index.m3u8
